symbol,curr_id,industry,sector,employees,equity_type,isin,description
SDP,42178,Construction Materials,Materials,-,ORD,VN000000SDP8,"SDP JSC, formerly Petro Song Da Trading and Investment Joint Stock Company, is a Vietnam-based company engaged in the construction materials industry. The Company trades construction materials and supplies, such as cement, steel, iron, stones, gravels, sand and concrete additives, as well as petroleum and construction machinery, equipment and vehicles. It is also involved in construction activities, with projects including institutional, commercial, residential, manufacturing buildings and hydropower plants. Other activities include freight transportation, sand mining and concrete pile manufacture."
SDT,42179,Construction & Engineering,Industrials,-,ORD,VN000000SDT0,"Song Da No. 10 Joint Stock Company is a Vietnam-based company engaged in construction and engineering industry. The Company constructs underground works, infrastructures, marine ports, irrigational works, traffic structures, industrial zones and other civil and industrial structures. It is engaged in the development and construction of small and medium-sized hydropower plants, along with electricity generation and trading. The Company also provides architectural and engineering services, as well as manufactures and trades construction materials, such as concrete modules. As of December 31, 2012, the Company was a subsidiary of Song Da Corporation, and it had two subsidiaries, one affiliate and seven enterprises."
SDN,42177,Chemicals,Materials,-,ORD,VN000000SDN3,"Dong Nai Paint Corporation is a Vietnam-based chemical manufacturer. The Company is involved in the manufacture and trading of paints and adhesives, as well as its variants for usage in the construction industry and industrial coating activities. Its products include water-based paints, solvent-based paints, powder coatings, acrylic paints and heat insulation paints. The Company is also engaged in the trading of supplies and raw materials for paint manufacturing, along with the provision of painting services. As of December 31, 2012, it had one branch at Yen Phong Industrial Zone, Bac Ninh Province, Vietnam."
SDG,42175,Containers & Packaging,Materials,-,ORD,VN000000SDG7,"Can Tho Sadico Joint Stock Corporation (Sadico Can Tho) is a Vietnam-based manufacturer of cement packaging. Its cement packaging products include PP (Polypropylene), PK (Polypropylene-Kraft), KPK (Kraft-Polypropylene-Kraft). The Company also manufactures and trades cement and cement-based products. It is involved in the trading of other construction materials, such as concrete, as well. In addition, the Company is engaged in real estate development and trading."
SDC,42172,Construction & Engineering,Industrials,-,ORD,VN000000SDC6,"Song Da Consulting Joint Stock Company is a Vietnam-based company specialized in construction consultancy activities. It offers engineering services, as well as geotechnical survey and examination services for construction projects. The Company is also involved in the provision of architectural design services for commercial, industrial and electrical structures, along with traffic structures, water supply and sewage systems, hydropower plants and infrastructures, among others. In addition, it offers supervision and appraisal services, as well as interior design services, of construction works. The Company announces that it has raised its stake holding in Song Da Urban and Rural Development Joint Stock Company and turned this entity in to its 73.48%-owned subsidiary."
SDB,42171,Construction & Engineering,Industrials,80,ORD,VN000000SDB8,"Song Da 207 Joint Stock Company is a Vietnam-based company, which partakes in the construction of various commercial, residential and industrial infrastructures. Other regular business activities of the Company include construction material trading, architectural and engineering service providing, as well as commercial and residential building leasing."
SDA,42170,Commercial Services & Supplies,Industrials,-,ORD,VN000000SDA0,"SIMCO SONGDA Joint Stock Company is a Vietnam-based company engaged in the business support services industry. The Company primarily offers manpower services, such as labor export and the provision of vocational training for workers. The Company constructs residential and non-residential buildings for sale and for lease. It is also involved in real estate operations and the management of urban areas. Through its affiliates, the Company is involved in the manufacture of wood and paper products, as well as the trading of construction materials, beverages, personal products and handicrafts."
SD9,42169,Construction & Engineering,Industrials,-,ORD,VN000000SD90,"Song Da No. 9 Joint Stock Company is a Vietnam-based construction company. It is engaged in the construction of industrial, residential and commercial buildings, power transmission lines and traffic structures, as well as hydropower plants and cement plants. It is involved in electricity generation and trading, along with cement manufacturing. Other activities include the installation of metal structures, office leasing and the provision of repair and maintenance services of vehicles and construction equipment. As of December 31, 2011, 86.69% of total revenue came from construction business. As of December 31, 2011, the Company was a subsidiary of Song Da Corporation, and it had six subsidiaries, one affiliate and three branches. The Company announces that it has set up Song Da Branch 908 at Muong Te District and Song Da Branch 903 at Than Uyen District, both at Lai Chau Province, on January 1, 2013."
SD7,42168,Construction & Engineering,Industrials,-,ORD,VN000000SD74,"Song Da 7 Joint Stock Company is a Vietnam-based construction company. The Company constructs infrastructures, manufacturing buildings, power systems and water supply systems, as well as provides drilling services, engineering services, architectural services and interior decorating services. It is involved in the development and operation of small and medium-sized hydropower plants, along with electricity trading. It also manufactures and trades construction materials, concrete products and fabricated metal structures and components. Other activities include real estate operations, as well as the offering of transportation services and vehicle maintenance and repair services."
SD6,42167,Construction & Engineering,Industrials,-,ORD,VN000000SD66,"Song Da No. 6 Joint Stock Company is a Vietnam-based company engaged in the construction and engineering industry. It constructs civil and industrial structures, such as traffic works, irrigational works, infrastructures, power transmission lines and transformer stations. It also manufactures construction materials and supplies, such as concrete modules, pipes and cement. In addition, it is involved in the mining and processing of stones, sand, gravels and clay. During the year ended December 31, 2012, 85.33% of its net revenue came from construction activities. As of December 31, 2012, the Company was an affiliate of Song Da Corporation, and it had one subsidiary."
SD5,42166,Construction & Engineering,Industrials,1631,ORD,VN000000SD58,"Song Da No 5 Joint Stock Company is a Vietnam-based company engaged in the construction industry. It constructs industrial and residential buildings, underground works and infrastructures. It is also involved in the development and operation of small and medium-sized hydropower plants, along with electricity trading. In addition, it provides drilling services, as well as trades materials, supplies and equipment for the construction industry. During the year ended December 31, 2012, 81.4% of the Company's revenue came from construction and industrial manufacturing activities. As of December 31, 2012, the Company was a subsidiary of Song Da Corporation, and it had one subsidiary and one affiliate. The Company has divested all of its stakes in its affiliate, Song Da 505 Joint Stock Company, from August 26, 2013 to August 30, 2013."
SD4,42165,Construction & Engineering,Industrials,-,ORD,VN000000SD41,"Song Da 4 Joint Stock Company is a Vietnam-based construction company. It is engaged in the construction of hydropower plants, electricity transmission networks and transformer stations, along with infrastructures, industrial and manufacturing buildings. The Company also manufactures and markets ready-mix concrete and other construction materials. It is involved in electricity generation and trading through the operation of a hydropower plant, as well as rubber plantation and natural latex processing."
SD2,42164,Construction & Engineering,Industrials,-,ORD,VN000000SD25,"Song Da 2 Joint Stock Company is a Vietnam-based construction company. It constructs infrastructures, power transmission lines and other civil and industrial structures. The Company also offers supporting services to construction activities, including land clearing services, installation services of water and electricity systems, as well as interior decorating services. Other activities comprise the manufacturing of ready-mix concrete and concrete products, along with office leasing. During the year ended December 31, 2012, 66.15% of the Company's total revenue came from construction activities. As of December 31, 2012, the Company was a subsidiary of Song Da Corporation, and it had one subsidiary."
SCR,42162,Real Estate Management & Development,Real Estate,370,ORD,VN000000SCR6,"Sai Gon Thuong Tin Real Estate Joint Stock Company (Sacomreal) is a Vietnam-based company active in the real estate industry. The Company is engaged in the development of real properties, including apartment buildings, office buildings, residential areas, urban zones, hotels, commercial centers and tourism areas. Its revenue is derived from real estate trading, as well as the transfer of land and house ownerships. It is also a provider of real estate services, such as brokerage services, training services, property management services, appraisal services, advertising services and legal consulting services. In addition, it trades construction materials."
SCL,42161,Construction Materials,Materials,-,ORD,VN000000SCL9,"Song Da Cao Cuong JSC is a Vietnam-based company engaged in the construction materials industry. The Company manufactures and trades dry and wet fly ash from coal residues of Pha Lai Thermal Power Plant. Its fly ash is used as additives for manufacturers of construction materials, such as concrete, cement and bricks; as well as sold to hydropower plants. The Company also manufactures autoclaved aerated concrete (AAC) using coal residues, ready-mix dry mortar, together with other additives for construction materials manufacturing. Other activities include industrial construction, construction machinery and equipment rental and leasing, as well as hazardous and non-hazardous waste collection and treatment."
SAF,42158,Food Products,Consumer Staples,-,ORD,VN000000SAF5,"SAFOCO Foodstuff Joint Stock Company (SAFOCO) is a Vietnam-based company operating in the food processing industry. The Company is engaged in the manufacturing and trading of noodles, vermicelli, macaroni, spring roll wrappers and other starch-based products for instant consumption purposes. It is also involved in the operations of gasoline stations and restaurants, along with the provision of warehouses for lease. In addition, the Company is engaged in the trading of food products, agricultural products, fabric, garment products, metals, home appliances, home furnishings, construction materials, cosmetic products, office stationeries, instant drinks and others. As of December 31, 2012, the Company was a 51.3%-owned subsidiary of Vietnam Southern Food Corporation (VINAFOOD II)."
SAP,42159,Commercial Services & Supplies,Industrials,-,ORD,VN000000SAP4,"Textbook Printing Joint Stock Company in Ho Chi Minh City is a Vietnam-based provider of commercial printing services. The Company offers printing services to publishers of textbooks, reference books, supplemental books, educational books, periodicals and newspapers, as well as prints labels and packagings. It also manufactures and trades writing paper, notebooks, handbooks and other types of office stationeries. In addition, the Company is involved in the trading of material, supplies and machinery for the printing industry. As of December 31, 2012, the Company was an affiliate of Vietnam Education Publishing House."
S99,42157,Construction & Engineering,Industrials,-,ORD,VN000000S990,"SCI Joint Stock Company, formerly known as Song Da 909 Joint Stock Company, is a Vietnam-based company engaged in the construction and engineering industry. It is involved in the construction of civil and industrial structures, such as roads and bridges, urban areas, industrial zones, hydropower plants, power transmission lines and transformer stations. The Company also provides installation services of plumbing systems and electrical systems, along with land clearing services, interior decorating services and drilling services. In addition, it is involved in the manufacturing and trading of construction materials, such as bricks, tiles, cement, sand, roofing sheets and construction lumber. As of December 31, 2012, the Company was an affiliate of Song Da No. 9 Joint Stock Company."
S96,42156,Construction & Engineering,Industrials,-,ORD,VN000000S966,"Song Da No 9.06 Joint Stock Company is a Vietnam-based company, which partakes in the construction of various civil, commercial and industrial infrastructures in the northern region of Vietnam. The Company's projects include power and communication lines, roads and bridges, residential and industrial buildings, as well as water utility systems. In addition to construction, the Company is engaged in the production and commerce of construction material, such as stone, brick and clay, as well as the provision of architectural and engineering services."
S74,42154,Construction & Engineering,Industrials,259,ORD,VN000000S743,"Song Da 7.04 JSC is a Vietnam-based company engaged in the construction materials industry. The Company is involved in the mining and beneficiating of macadam stones, dimension and other types of construction stones, as well as artificial sand for construction. It also manufactures commercial concrete mortar. In addition, the Company is engaged in the construction of irrigational works, traffic structures, industrial structures, hydropower plants and housing structures. Moreover, it is involved in real estate activities and hydropower generation."
S12,42152,Construction & Engineering,Industrials,-,ORD,VN000000S123,"Song Da No12 Joint Stock Company is a Vietnam-based construction company. It constructs hydroelectric plants and related power structures, residential and institutional buildings, as well as other civil and industrial facilities. The Company manufactures and trades construction materials, such as ready-mix concrete and cement. It is also involved in the trading of construction sand and pozzolan. In addition, the Company is engaged in the groudn and water transportation of oversized and overweight freights, as well as the building and repairing of vessels and barges."
RCL,42150,Real Estate Management & Development,Real Estate,-,ORD,VN000000RCL1,"Cho Lon Real Estate Joint Stock Company (CL RESCO) is a Vietnam-based company engaged in the real estate industry. It is involved in the development, construction, trading and leasing of commercial and residential buildings. The Company also provides architectural and landscape architectural services, engineering services, interior decorating services and building inspection services. In addition, it trades home furnishings, as well as offers real estate brokerage services and property management services. During the year ended December 31, 2012, 51.23% of the Company's revenue came from construction contracts. As of December 31, 2012, it was a subsidiary of Saigon Real Estate Corporation (Saigon RESCO)."
S55,42153,Construction & Engineering,Industrials,1000,ORD,VN000000S552,"Song Da 505 Joint Stock Company is a Vietnam-based construction company. It constructs infrastructures and other civil and industrial structures. The Company is also engaged in the construction and operation of small and medium-sized hydropower plants. In addition, it is involved in the mining and processing of iron ores, stones, sand and gravels, as well as the manufacture and trading of construction materials, such as concrete components and metal components. During the year ended December 31, 2012, 98.49% of its net revenue came from construction activities. As of December 31, 2012, the Company was an affiliate of Song Da No. 5 Joint Stock Company. As of the same date, it had three branches namely 515, 525 and 555. From August 26, 2013 to August 30, 2013, Song Da No. 5 Joint Stock Company has divested all of its stakes in the Company."
QTC,42149,Construction & Engineering,Industrials,-,ORD,VN000000QTC6,"Quang Nam Transportation Construction JSC is a Vietnam-based construction company. It is involved in the construction, operation and maintenance of inland traffic structures, such as streets, highways and bridges, infrastructures, along with industrial works. The Company is also engaged in the mining and processing of stones for traffic works construction activities. In addition, it offers architectural services, engineering services, on-site supervision and project management services for construction projects. Other activities include real estate operations and the manufacturing of concrete, cement and gypsum."
QNC,42147,Construction Materials,Materials,-,ORD,VN000000QNC9,"Quang Ninh Construction and Cement JSC is a Vietnam-based manufacturer of construction materials. The Company manufactures and trades cement and clinker, as well as bricks, tunnel bricks and tiles. It is also engaged in the mining, processing and trading of coal and construction stones in Quang Ninh Province, Vietnam. The Company is engaged in the leasing of land and industrial zone infrastructures, together with hotel operations."
QST,42148,Distributors,Consumer Discretionary,-,ORD,VN000000QST2,"Quang Ninh Book and Educational Equipment Joint Stock Company is a Vietnam-based company engaged in the distribution of books and educational supplies. The Company is involved in wholesale and retail trading of textbooks, reference books, notebooks, teachers' books, writing paper and other publications. It also trades office stationeries, educational equipment and school furniture. In addition, the Company is also engaged hotel and motel operations, as well as the provision of education services through operation of schools. During the year ended December 31, 2012, 82.66% of its total revenue came from trading of books and educational supplies."
QHD,42146,Electrical Equipment,Industrials,198,ORD,VN000000QHD9,"Viet Duc Welding Electrode Joint Stock Company (VIWELCO) is a Vietnam-based manufacturer of industrial equipment and supplies. The Company is engaged in the manufacturing and trading of welding equipment, including various kinds of welding electrodes and wires. It is also involved in the trading of other welding materials and supplies, as well as supplies for welding material manufacturing activities. Its products are used in shipbuilding, engineering, construction and automobile industries, and are distributed through agents nationwide in Vietnam."
QCC,42145,Construction & Engineering,Industrials,105,ORD,VN000000QCC2,"Construction Investment and Telecommunications Infrastructure Development JSC is a Vietnam-based company engaged in the construction and engineering industry. Its business operation includes the construction of telecommunications, mechanical, electrical, refrigeration, traffic, irrigation and civil works, as well as broadcasting stations. The Company also invests in housing projects for sale. It is involved in the offering of construction related consulting services, including design, surveying, engineering, architectural, evaluation and supervision services."
PXA,42144,Construction & Engineering,Industrials,-,ORD,VN000000PXA4,"Petrovietnam - Nghe An Investment & Trading Joint Stock Company (PVIT) is a Vietnam-based company operating in the real estate industry. The Company is involved in the development and operations of commercial centers, office and apartment buildings. It is also active in the construction of various kinds of houses, industrial zone infrastructures, thermal power plants, hydropower plants and petroleum stations in the central region of Vietnam. In addition, the Company provides ground freight transportation services and trades construction materials, including steel and cement, for construction projects in Nghe An Province, Ha Tinh Province, Quang Tri Province and Thanh Hoa Province, Vietnam. The Company also operates a real estate trading floor."
PVX,42143,Construction & Engineering,Industrials,-,ORD,VN000000PVX0,"Petrovietnam Construction Joint Stock Corp is a Vietnam-based company operating in the construction and engineering industry. The Company is involved in the construction of industrial non-building structures and infrastructures, as well as industrial, residential, commercial, hotel and institutional buildings. It is engaged in shipbuilding, together with the design, manufacturing, installation and repair of drilling platforms, reservoirs, underframes, pressure tanks and technological tube systems used in petroleum exploitation activities. In addition, the Company trades supplies, materials, machine and equipment used in the petroleum industry."
PVS,42141,Energy Equipment & Services,Energy,-,ORD,VN000000PVS0,"Petrovietnam Technical Services Corporation (PTSC) is a Vietnam-based provider of oil and gas related services and equipment industry. The Company provides petroleum storage services and marine transportation services using sea-borne tankers and specialized vessels. It is also involved in the provision of engineering services, geophysical surveying and mapping services and ship repair services. Moreover, it manufactures and installs tanks and gas pipelines. The Company also offers marine port services and offshore facility management and maintenance services. Other operations include the trading of petroleum and other petrochemicals. As of December 31, 2012, the Company was a subsidiary of Vietnam National Oil and Gas Group (Petrovietnam), and it had 13 subsidiaries, three joint ventures, five affiliates, along with six branches."
PVL,42139,Real Estate Management & Development,Real Estate,-,ORD,VN000000PVL5,"Viet Property Investment Joint Stock Company, formerly Petroleum Real Estate Joint Stock Company, is a Vietnam-based company engaged in the real estate industry. The Company develops residential and commercial properties for sale and for lease, as well as trades housing units. It is also involved in the provision of engineering, installation and interior decorating services for residential and commercial building projects. The Company provides consultancy, brokerage, auction, advertising, appraisal and management services of real estate properties. In addition, it trades construction materials, such as steel, ready-mix concrete, concrete additives, sand and gravel."
PVR,42140,Real Estate Management & Development,Real Estate,-,ORD,VN000000PVR2,"Ha Noi PVR Investment Joint Stock Company, formerly Petrovietnam Premier Recreation Joint Stock Company, is a Vietnam-based company primarily engaged in the real estate development and operations industry. It is involved in the development and construction of residential properties, commercial and institutional buildings, as well as recreational projects, including resorts, amusement parks and golf courses."
PVI,42138,Insurance,Financial,2551,ORD,VN000000PVI1,"PVI Holdings, formerly Petrovietnam Insurance Joint Stock Corporation (PVI), is a Vietnam-based investment holding company. Through its subsidiaries, the Company is engaged in multiline insurance business, including energy insurance, marine insurance, health and personal accident insurance, liability insurance, construction and erection insurance, property insurance, motor vehicle insurance, aviation insurance, agriculture insurance, credit insurance and goods transported insurance, among others; reinsurance business; financial services and real estate trading. As of December 31, 2012, the Company had two wholly owned subsidiaries, namely PVI Insurance Corporation and PVI Reinsurance Company, along with six affiliates."
PVG,42137,"Oil, Gas & Consumable Fuels",Energy,-,ORD,VN000000PVG5,"Petro Vietnam LPG JSC, formerly PetroVietnam Northern Gas Joint Stock Company (PVGas North), is a Vietnam-based company engaged in the oil and gas marketing industry. The Company is involved in the trading, marketing and distribution of liquefied petroleum gas (LPG) and other gas products for industrial and household usage. It is also involved in the operation of gas filling stations, as well as the provision of trucking and warehousing services of LPG. In addition, the Company repairs and trades equipment and supplies for the manufacture and trading of gas products."
PVC,42135,Energy Equipment & Services,Energy,342,ORD,VN000000PVC4,"Petrovietnam Chemical and Services Corporation (PVChem), formerly Drilling Mud Corporation, is a Vietnam-based provider of oil exploration and refinery related supplies, services and equipment. It is engaged in the manufacturing and marketing of chemicals, substances and materials used in oil drilling and exploration activities. Its products include drilling mud, such as Barite, Ben Dak and Bentonite, as well as drilling additives and specialized oil well cement. The Company also trades chemicals and equipment used in oil drilling, exploration, processing and transportation activities, as well as provides technical support services to oil drilling activities, including oil well repair services. Other operations include water and waste water treatment, along with the trading of fertilizers."
PVE,42136,Energy Equipment & Services,Energy,377,ORD,VN000000PVE0,"Petrovietnam Engineering Consultancy JSC is a Vietnam-based company engaged in the oil and gas industry. It offers oil and gas related services, such as investment advisory, technical consultancy, engineering, installation, surveying, architectural, inspection, appraisal, repair and maintenance services. The Company also constructs oil and gas related facilities and industrial structures, such as oil refinery plants, gasoline stations, pipelines, electric power networks, as well as manufacturing buildings. Moreover, it is involved in the wholesale trading of industrial machinery and equipment."
PV2,42133,Real Estate Management & Development,Real Estate,-,ORD,VN000000PV26,"PV2 Investment Joint Stock Company is a Vietnam-based company active in the real estate sector. The Company invests and jointly invests in development projects of villas, apartment buildings, offices, hotels, commercial centers, supermarkets, new urban areas, industrial zones, economic zones, golf courses, entertainment areas and others. It is also engaged in securities trading. In addition, the Company provides car rental services and real estate related services, such as auction services, advertising services, management services and consulting services."
PVA,42134,Construction & Engineering,Industrials,-,ORD,VN000000PVA8,"Petrovietnam-Nghe An Construction Joint Stock Corporation is a Vietnam-based company, whose major undertaking is the construction of various industrial, commercial and civil infrastructures in Nghe An and other provinces in the north central region of Vietnam. Other business activities of the Company are categorized into three segments: Real Estate segment, comprised of brokerage and agency services; Wholesale segment, comprised of construction material manufacturing and trading activities, and Service segment, comprised of architectural consultation, construction supervision and other engineering services. Via the operation of subsidiaries and branches, the Company has expanded its business into metal mining, as well as tourism and hotel operation."
PTS,42132,"Oil, Gas & Consumable Fuels",Energy,-,ORD,VN000000PTS4,"Petrolimex HaiPhong Transportation and Services Joint Stock Company (PTS HAIPHONG) is a Vietnam-based company specialized in transportation services for petroleum. It mainly offers marine transportation of petroleum, and engages in merchandise of petroleum, liquefied gas and petrochemicals. The Company is also involved in the performance of shipbuilding and repair activities as well as the manufacture of mechanical spare parts for replacement. As of December 31, 2012, the Company was a subsidiary of Vietnam National Petroleum Corporation (Petrolimex), and it had one affiliate. During the year ended December 31, 2012, 59.88% of the Company's net revenue came from the sale of gasoline and petroleum."
PTI,42130,Insurance,Financial,2498,ORD,VN000000PTI5,"Post & Telecommunication Joint Stock Insurance Corporation (PTI) is a Vietnam-based company active in the non-life insurance industry. The Company offers over 100 non-life and health insurance products to individuals and corporate clients. These products are categorized into four segments: property and engineering insurance, motor vehicle insurance, marine insurance and health and accident insurance. The Company also offers reinsurance and damage assessment services. Other activities include securities and real estate trading. On May 12, 2014, it established a new subsidiary, namely PTI Binh Tri Thien Company."
PSG,42128,Construction & Engineering,Industrials,40,ORD,VN000000PSG1,"Saigon Petroleum Construction and Investment Joint Stock Company (PVC-SG) is a Vietnam-based company operating in the real estate industry. The Company is mainly engaged in the construction and development of various real estate properties for lease and for sale, including residential, commercial and industrial buildings. Besides, the Company operates as a construction contractor."
PSI,42129,Capital Markets,Financial,223,ORD,VN000000PSI7,"PetroVietnam Securities Incorporated (PSI) is a Vietnam-based company engaged in the provision of investment services. It offers securities brokerage services and investment advice for individual and institutional clients, as well as underwriting services, custody services, share auction services and shareholder management services. The Company also provides financial advisory services for corporate equitizations, equity offerings, stock listings, financial restructurings and mergers and acquisitions (M&A). In addition, it is involved in securities trading."
PSC,42126,"Oil, Gas & Consumable Fuels",Energy,247,ORD,VN000000PSC0,"Petrolimex Saigon Transportation and Service Joint Stock Company (PTS Saigon) is a Vietnam-based company engaged in petroleum trading. It is involved in retail and wholesale trading of petroleum, lubricants, gas, coal, fertilizers and other petrochemicals. The Company also provides land transportation services of petroleum, gas and chemicals. Other activities include the trading of automobile spare parts and the provision of vehicle repair and maintenance services."
PSD,42127,"Electronic Equipment, Instruments & Components",Information Technology,225,ORD,VN000000PSD8,"Petroleum General Distribution Services Joint Stock Company is a Vietnam-based distributor of mobile phones, laptops and electronic components. Since July 2012, the Company has become a distributor of Samsung-branded mobile phones in Vietnam. Since 2008, the Company has broadened its product range to laptops and personal computers (PC) under brand names of Acer, Hewlett Packard (HP), Dell, Fujitsu and Lenovo. Since 2009, it has been distributing electronic parts and components, such as Universal Serial Bus (USB) ports, memory cards, Random Access Memory (RAM), mobile hardwares and computer mouses, among others. Since November 2012, the Company has also been distributing smart toys imported from Germany. During the year ended December 31, 2012, 63.7% of the Company's total revenue came from the sale of mobile phones. As of May 24, 2013, the Company was 79.87%-owned by PetroVietnam General Services Joint Stock Corporation."
PRC,42125,Road & Rail,Industrials,-,ORD,VN000000PRC2,"Portserco Logistics Joint Stock Company, formerly Portserco Joint Stock Company, is a Vietnam-based company active in the transportation industry. The Company is engaged in the provision of road freight transportation services and marine services, including marine brokerage services and cargo handling services. It is also involved in the operation of gasoline stations and duty free shops. The Company trades construction materials, as well as repairs transportation and construction equipment, such as trucks, ships, ferries, cranes and others. Other activities include the offering of warehousing services and office leasing. During the year ended December 31, 2012, 61.75% of its net revenue came from the provision of transportation services and warehouse leasing. As of December 31, 2012, the Company had one affiliate."
PPS,42124,Construction & Engineering,Industrials,590,ORD,VN000000PPS2,"Petrovietnam Power Services Joint Stock Company (PV Power Services) is a Vietnam-based service provider in the electricity industry. The Company offers repair and maintenance services, together with other technical services, to power plants. Its activities include the design, installation, repair and maintenance of electric equipment, generators, turbines and control systems for power plants. In addition, the Company provides engineering services for power plant construction and trades electrical equipment. During the year ended December 31, 2012, 91.34% of its revenue came from the offering of services to power plants. As of December 31, 2012, the Company was a subsidiary of Petrovietnam Power Corporation, and it had four branches in Ho Chi Minh City, Danang City, Ca Mau Province and Dong Nai Province, Vietnam."
PPP,42123,Pharmaceuticals,Healthcare,-,ORD,VN000000PPP8,"Phong Phu Pharmaceutical Joint Stock Company is a Vietnam-based company active in the pharmaceutical industry. The Company manufactures, imports and trades pharmaceutical products. Its pharmaceutical manufacturing factory is located at Binh Tan District, Ho Chi Minh City. It also has a pharmaceutical manufacturing workshop located at District 8, Ho Chi Minh City. The Company is also involved in the manufacturing and trading of milk and its derived products, as well as bread, cake, chocolate, sweets, jam, pasta, noodles, tea, drinking water and non-alcoholic beverages. In addition, it manufactures functional food and trades cosmetic products. The Company is engaged in the provision of trucking services, bus services and car rental services as well."
POT,42120,Communications Equipment,Information Technology,-,ORD,VN000000POT3,"Post and Telecommunication Equipment Joint Stock Company (POSTEF) is a Vietnam-based telecommunication equipment manufacturer. The Company manufactures and markets electronic equipments and components used in post and telecommunications industry, as well as plastic pipe and metal spare parts as industrial supplies. It is also involved in the construction, installation and repair of post and telecommunications systems and structures, together with the trading of machinery and equipment. The Company is a subsidiary of Vietnam Posts and Telecommunications Corporation (VNPT). As of December 31, 2012, it had one wholly owned subsidiary engaged in the manufacture of postal sourcing systems and equipment, and one joint venture engaged in the manufacture of copper cables. It also had three branches, five factories and a warranty center and a project management board office in Vietnam."
PPE,42121,Construction & Engineering,Industrials,-,ORD,VN000000PPE2,"PetroVietnam Power Engineering Consulting Joint Stock Company (PVPower Engineering JSC) is a Vietnam-based company engaged in the provision of engineering, surveying, blueprinting and consultancy services for construction projects. Its projects comprise plants of hydropower, thermal power and wind power; solar systems; electricity transformers; cable networks; as well as civil projects. As of December 31, 2012, PVPower Engineering JSC was a 51%-owned subsidiary of Petro Vietnam Power Corporation (PV Power)."
PMS,42119,Industrial Conglomerates,Industrials,240,ORD,VN000000PMS9,"Petroleum Mechanical Joint Stock Company is Vietnam-based company engaged in the container manufacturing industry. The Company manufactures metallic containers and tanks with capacity of 200 liters and 18/20 liters for petroleum and chemical storage. It is also involved in the provision of quality testing services for tank trucks. Moreover, the Company constructs gasoline and petroleum stations and other industrial works, as well as wholesales and retails petroleum and gasoline products. Other activities include the trading of specialized supplies and equipment used in the petroleum sector. As of December 31, 2012, the Company had one affiliate active in liquefied petroleum gas (LPG) container manufacturing."
PMC,42118,Pharmaceuticals,Healthcare,555,ORD,VN000000PMC3,"Pharmedic Pharmaceutical Medicinal Joint Stock Company is a Vietnam-based company principally engaged in the manufacturing and distributing of pharmaceutical products, medicines, cosmetic and other products used in the healthcare sector. In addition, the Company is involved in the provision of printing services of plastic, paper and aluminum packagings. Moreover, it is active in the manufacture and trading of chemical products, such as pesticides and detergents for household and medical usage. During the year ended December 31, 2012, 97.24% of the Company's total revenue came from the sale of finished products. As of December 31, 2012, the Company was an affiliate of Saigon Pharmaceutical Company Limited (SAPHARCO), and it had a factory in Ho Chi Minh City, Vietnam."
PJC,42116,"Oil, Gas & Consumable Fuels",Energy,343,ORD,VN000000PJC9,"Petrolimex Ha Noi Transportation and Trading Joint Stock Company is a Vietnam-based company engaged in the oil and gas marketing industry. The Company is involved in the retail and wholesale trading of petroleum, petrochemical and lubricant products, as well as the offering of land-based transportation services of petroleum and petrochemical products. It also trades specialized trucks for petroleum transportation. In addition, the Company is engaged in the trading of automobiles and the provision of technical and maintenance services for automobiles."
PLC,42117,Chemicals,Materials,731,ORD,VN000000PLC5,"Petrolimex Petrochemical Corporation - JSC, formerly Petrolimex Petrochemical Joint Stock Company, is a Vietnam-based company engaged in petroleum refinery activities. The Company manufactures, refines and trades asphalt, lubricants and other petrochemicals. It also trades materials and equipment for refinery activities. In addition, the Company provides transportation services, warehousing services, testing services and other technical services for the oil refinery industry."
PIV,42115,Trading Companies & Distributors,Industrials,-,ORD,VN000000PIV1,"PIV Joint Stock Company is a Vietnam-based provider of valuation services. The Company offers real estate appraisal services and other appraisal services. It is also engaged in corporate and asset valuation for governmental agents, commercial banks, insurance companies, as well as other corporate and individual clients. The Company provides other real estate services, including brokerage services, auction services, advertising services and management services as well. In addition, it is involved in financial investment activities and the manufacture of multimedia advertising products."
PID,42114,Household Durables,Consumer Discretionary,-,ORD,VN000000PID9,"Petroleum Interior Decoration Joint Stock Company is a Vietnam-based company, which is engaged in planning, designing, and decorating the interior and exterior of various residential, commercial and institutional buildings in the northern and central regions. In order to support its major business activities, the Company directly partakes in the manufacture of home furnishing products, and it also involves in the retail of these products via the operation of a few showrooms in Hanoi."
PHH,42112,Construction & Engineering,Industrials,-,ORD,VN000000PHH2,"Hong Ha Viet Nam Joint Stock Company is a Vietnam-based company operating in the construction industry. The Company is mainly engaged in the construction and development of various commercial, residential, civil and industrial infrastructures, such as hospitals, residences, offices and streets, among others. Other regular business activities of the Company include the provision of engineering services, together with the installation of electrical wiring and equipment for buildings. Besides, the Company directly partakes in the leasing and selling of its real estate properties, and it also provides real estate brokerage services."
